key,en,fr,it,ja,ko,es,es_ES,pt_BR,pl,de,ru,uk,pr
ANTIDOTE_SORT,Antidote,Antidote,Antidoto,どくけし,해독제,Antídoto,Antídoto,Antídoto,Antidotum,Gegengift,Противоядие,Протиотрута,
ASTHMASPRAY_SORT,Asthma Spray,Inhalateur,Inalatore,ぜんそくスプレー,천식 스프레이,Inhalador,Inhalador,Inalador,Sprej na Astmę,Asthmaspray,Ингалятор,Інгалятор,
BASEBALLCAP_SORT,Baseball Cap,Casquette de baseball,Cappello da Baseball,やきゅうぼう,야구 모자,Gorra de béisbol,Gorra de béisbol,Boné de Beisebol,Czapka Baseballowa,Baseballmütze,Бейсболка,Бейсболка,
BATALUMINUM_SORT,Bat Aluminum,Batte robuste,Mazza di alluminio,バットいい,배트 알루미늄,Bate aluminio,Bate aluminio,Taco Alumínio,Aluminiowy Kij,Schläger Aluminium,Бита алюминиевая,Бита алюмінієва,
BATHANK_SORT,Bat Hank's,Batte suprême,Mazza di Hank,バットさいこうの,배트 최고의,Bate Hank,Bate Hank,Taco Hank,Kij Hanka,Schläger Oberliga,Бита хэнка,Бита хенка,
BATOLD_SORT,Old Bat,Batte fêlée,Mazza vecchia,ふるびたバット,오래된 배트,Bate viejo,Bate viejo,Taco Velho,Stary Kij,Alter Baseballschläger,Старая бита,Стара бита,
BATPLASTIC_SORT,Bat Plastic,Batte plastique,Mazza plastica,バットボロの,배트 플라스틱,Bate plástico,Bate plástico,Taco Plástico,Plastikowy Kij,Schläger Plastik,Бита пластиковая,Бита пластикова,
BATWOODEN_SORT,Bat Wooden,Batte ordinaire,Mazza legno,バットふつうの,배트 나무,Bate madera,Bate madera,Taco Madeira,Drewniany Kij,Schläger Holz,Бита деревянная,Бита дерев'яна,
BEAMLASER_SORT,Beam Laser,Rayon laser,Raggio laser,ビームレーザー,빔 레이저,Rayo laser,Rayo láser,Raio Laser,Promień Laserowy,Strahl laser,Оружие лазерное,Пістоль лазерний,
BEAMPLASMA_SORT,Beam Plasma,Rayon mortel,Raggio plasma,ビームデス,빔 플라즈마,Rayo plasma,Rayo plasma,Raio Plasma,Promień Plazmowy,Strahl plasma,Оружие плазменное,Пістоль плазмовий,
BIGBAG_SORT,Big Bag,Grand Sac,Borsa grande,でかぶくろ,큰 가방,Bolsa grande,Bolsa grande,Bolsona,Duża Torba,Große Tasche,Большая сумка,Велика сумка,
BOMB_SORT,Bomb,Bombe,Bomba,ボム,봄 폭탄,Bomba,Bomba,Bomba,Bomba,Bombe,Бомба,Бомба,
BOMBSUPER_SORT,Bomb Super,Bombe Super,Bomba super,ボムスーパー,봄 슈퍼,Bomba Super,Bomba Super,Bomba Super,Bomba Super,Bombe Super,Бомба супер,Бомба супер,
BOOMERANG_SORT,Boomerang,Boomerang,Boomerang,ブーメラン,부메랑,Boomerang,Búmeran,Bumerangue,Bumerang,Bumerang,Бумеранг,Бумеранг,
BOTTLEROCKET_SORT,Bottle Rocket,Fusée crayon,Bottiglia-razzo,ペンシルロケット,펜슬 로켓,Cohete botella,Cohete botella,Foguete,Butlorakieta,Flaschenrakete,Бутылочная ракета,Пляшкова ракета,
BOTTLEROCKETBIG_SORT,Bottle Rocket Big,Fusée crayon méga,Bottiglia-razzo gran,ペンシルロケット５,발 펜슬 로켓5,Cohete botella grande,Cohete botella mega,Foguete Grande,Butlorakieta Duża,Flaschenrakete Große,Бутылочная ракета больш,Пляшкова ракета велика,
BOTTLEROCKETMULTI_SORT,Bottle Rocket Multi,Fusée crayon giga,Bottiglia-razzo multi,ペンシルロケット２０,연발 펜슬 로켓20,Cohete botella multi,Cohete botella giga,Multi Foguete,Butlorakieta Multi,Flaschenrakete Multi,Бутылочная ракета мульти,Пляшкова ракета мульти,
BREAD_SORT,Bread,Pain,Pane,パン,빵,Pan,Pan,Pão Francês,Chleb,Brot,Хлеб,Хліб,
BULLHORN_SORT,Bullhorn,Mégaphone,Megafono,ふしぎなメガホン,신기한 메가폰,Megáfono,Megáfono,Megafone,Megafon,Megafon,Мегафон,Мегафон,
CANARYCHICK_SORT,Canary Chick,Bébé canari,Pulcino di canarino,カナリアのヒナ,아기 카나리아,Canario bebé,Cría de canario,Canarinho Bebê,Kanarek,Kanarienküken,Птенец канарейки,Пташеня канарки,
CAPSULEDEF_SORT,Capsule Defense,Capsule défense,Capsula Difesa,カプセルディフェンス,캡슐 디펜스,Cápsula defensa,Cápsula defensa,Cápsula Defesa,Kapsułka Obrony,Kapsel Verteidigungs,Капсула защиты,Капсула захисту,
CAPSULEGUT_SORT,Capsule Guts,Capsule fougue,Capsula Combattività,カプセルガッツ,캡슐 용기,Cápsula agallas,Cápsula agallas,Cápsula Coragem,Kapsułka Odwagi,Kapsel Mut,Капсула дерзости,Капсула сміливості,
CAPSULEHP_SORT,Capsule HP,Capsule PV,Capsula PS,カプセルフィジカル,캡슐 HP,Cápsula PV,Cápsula PV,Cápsula HP,Kapsułka HP,Kapsel KP,Капсула ОЗ,Капсула здоров'я,
CAPSULEIQ_SORT,Capsule IQ,Capsule QI,Capsula QI,カプセルウィズダム,캡슐 IQ,Cápsula IQ,Cápsula CI,Cápsula QI,Kapsułka IQ,Kapsel IQ,Капсула IQ,Капсула IQ,
CAPSULEOFE_SORT,Capsule Offense,Capsule attaque,Capsula Attacco,カプセルオフェンス,캡슐 오펜스,Cápsula ofensa,Cápsula fuerza,Cápsula Ataque,Kapsułka Ofensywy,Kapsel Angriffs,Капсула атаки,Капсула атаки,
CAPSULEPP_SORT,Capsule PP,Capsule PP,Capsula PP,カプセルサイコ,캡슐 PP,Cápsula PP,Cápsula PP,Cápsula PP,Kapsułka PP,Kapsel PP,Капсула ОП,Капсула ПСИ,
CAPSULESPD_SORT,Capsule Speed,Capsule vitesse,Capsula Velocità,カプセルスピード,캡슐 스피드,Cápsula velocidad,Cápsula velocidad,Cápsula Agilidade,Kapsułka Szybkości,Kapsel Geschwindigkeits,Капсула скорости,Капсула швидкості,
CASHCARD_SORT,Cash Card,Carte bancaire,Carta di credito,キャッシュカード,현금 카드,Tarjeta de crédito,Tarjeta de crédito,Cartão,Karta Bankomatowa,Bankkarte,Банковская карта,Платіжна картка,
COINMAGIC_SORT,Coin Magic,Pièce magique,Moneta magica,コインまふうじ,코인 마법봉인의,Moneda mágica,Moneda mágica,Moeda Mágica,Moneta Magii,Münze Magische,Монета магии,Монета чар,
COINPEACE_SORT,Coin Peace,Pièce paix,Moneta pacifica,コインやすらぎ,코인 평온의,Moneda paz,Moneda paz,Moeda Paz,Moneta Pokoju,Münze Friedvolle,Монета мира,Монета миру,
COINPROTECT_SORT,Coin Protection,Pièce protectrice,Moneta protettiva,コインまもり,코인 수호의,Moneda protectora,Moneda protectora,Moeda Protetora,Moneta Ochrony,Münze Behütende,Монета защиты,Монета захисту,
COURAGEBADGE_SORT,Badge Courage,Badge courage,Medaglia coraggio,バッヂゆうきの,배지 용기의,Broche coraje,Broche coraje,Brasão Bravura,Odznaka Odwagi,Orden Mut,Значок Мужества,Значок хоробрості,
CRUMBS_SORT,Crumbs,Miettes de pain,Briciole,パンくず,부스러기,Migajas,Migas,Migalhas,Okruchy,Krümel,Крошки,Крихти,
DENTURES_SORT,Dentures,Dentier,Dentiera,いれば,틀니,Dentadura postiza,Dentadura postiza,Dentaduras,Protezy,Gebiss,Вставные челюсти,Вставні зуби,
DOGTREATS_SORT,Dog Treats,Friandises pour chien,Biscotti per cani,イヌのおやつ,개 간식,Premios para perros,Chuches para perro,Petiscos de Cachorro,Psie Przysmaki,Hundeleckerli,Лакомство для собак,Ласощі для собак,
EAGLEFEATHER_SORT,Eagle's Feather,Plume d'aigle,Piuma d'aquila,イーグルのハネ,독수리 깃털,Pluma de águila,Pluma de águila,Pena da Águia,Pióro Orła,Adlerfeder,Орлиное перо,Перо орла,
ERROR_SORT,Error,Erreur,Errore,エラー,에러,Error,Error,Erro,Błąd,Fehler,Ошибка,Помилка,
EYEDROPS_SORT,Eye Drops,Gouttes pour les yeux,Collirio,めぐすり,안약,Gotas para los ojos,Colirio,Colírio,Krople do Oczu,Augentropfen,Глазные капли,Очні краплі,
FLAMETHROWER_SORT,Flame Thrower,Lance-flammes,Lanciafiamme,かえんほうしゃき,화염방사기,Lanzallamas,Lanzallamas,Lança-chamas,Miotacz Ognia,Flammenwerfer,Огнемёт,Вогнемет,
FLASHDARK_SORT,Flashdark,Ombre de poche,Anti-torcia,やみのライト,어둠의 라이트,Nocterna,Nocterna,Lanturna,Ladarka,Schattenlampe,Темнарик,Темнарик,
FLEABAG_SORT,Flea Bag,Sachet de puces,Sacco di pulci,ノミとシラミ,벼룩과 진드기,Bolsa de pulgas,Saco de pulgas,Saco de Pulgas,Worek Pcheł,Flohbeutel,Пакетик блох,Пакет бліх,
FRANKLINBADGE_SORT,Badge Franklin,Badge Franklin,Medaglia Franklin,バッヂフランクリン,배지 프랭클린,Broche Franklin,Broche Franklin,Brasão Franklin,Odznaka Franklina,Orden Franklin,Значок Франклина,Значок Франкліна,
FRANKLINBADGE0.8_SORT,Badge Franklin v0.8,Badge Franklin v0.8,Medaglia Franklin v0.8,バッヂフランクリンβ,배지 프랭클린 v0.8,Broche Franklin v0.8,Broche Franklin v0.8,Brasão Franklin v0.8,Odznaka Franklina v0.8,Orden Franklin β,Значок Франклина β,Значок Франкліна β,
FRIES_SORT,Fries,Frites,Patatine,フライドポテト,감자튀김,Papas fritas,Patatas fritas,Batata Frita,Frytki,Fritten,Картофель фри,Картопля фрі,
GGFDIARY_SORT,GGF Diary,Journal de Grand-Papy,Diario del bisnonno,そうそふのにっき,고조할아버지의 일기,Diario del bisabuelo,Diario del bisabuelo,Diário do Bisavô,Pamiętnik Pradziadka,Uropas Tagebuch,Дневник прадедушки,Щоденник прадідуся,
GHOSTHOUSEKEY_SORT,Key Ghost House,Clé manoir hanté,Chiave casa infestata,カギゆうれいやしきの,열쇠 유령의 집,Llave casa Fantasma,Llave casa fantasma,Chave Fantasmagórica,Klucz Nawiedzony,Schlüssel Spukvilla,Ключ жуткого дома,Ключ моторошний,
GUNAIR_SORT,Gun Air,Pistolet billes,Pistola ad aria compressa,ガンエア,건 에어,Pistola aire,Pistola aire,Pistola Ar,Wiatrówka,Pistole Kugel,Пистолет пневмат.,Пістолет пневматик,
GUNSTUN_SORT,Gun Stun,Pistolet Taser,Pistola stordente,ガンショック,건 쇼크,Pistola electrica,Pistola Táser,Pistola Elétrica,Paralizator,Pistole Elektroschock,Пистолет электрошокер,Пістолет електрошокер,
HAMBURGER_SORT,Hamburger,Hamburger,Hamburger,ハンバーガー,햄버거,Hamburguesa,Hamburguesa,Hambúrguer,Hamburger,Hamburger,Гамбургер,Гамбургер,
HAT_SORT,Hat,Chapeau,Cappello,ぼうし,모자,Sombrero,Sombrero,Chapéu,Kapelusz,Hut,Шляпка,Капелюх,
HERBMAGIC_SORT,Herb Magic,Herbe magique,Erba magica,マジックハーブ,허브 매직,Hierba mágica,Hierba mágica,Erva Mágica,Ziele Magiczne,Kraut Magisches,Трава волшебная,Зілля чарівне,
HERBRED_SORT,Herb Red,Herbe rouge,Erba rossa,あかいくさ,허브 붉은,Hierba roja,Hierba roja,Erva Vermelha,Ziele Czerwone,Kraut Rotes,Трава красная,Зілля червоне,
HOTDOG_SORT,Hot Dog,Hot-dog,Hot Dog,ホットドッグ,핫도그,Hot dog,Perrito caliente,Cachorro-Quente,Hot Dog,Hotdog,Хот-дог,Хот-дог,
INSECTICIDE_SORT,Spray Bug,Insecticide,Insetticida,スプレーさっちゅう,스프레이 살충,Insecticida,Insecticida,Inseticida,Sprej Owadobójczy,Spray Insekten,Аэрозоль,Спрей інсектецид,
IRONSKILLET_SORT,Pan Iron,Poêle exception,Padella di ferro,フライパンとびきり,프라이팬 최상급,Sartén hierro,Sartén hierro,Panela Ferro,Patelnia Żeliwna,Pfanne Eisen,Сковорода железная,Сковорода залізна,
KATANA_SORT,Sword Katana,Épée katana,Spada katana,ソードＫＡＴＡＮＡ,검 카타나,Espada katana,Espada katana,Espada katana,Miecz Katana,Schwert Katana,Меч катана,Меч катана,
KEYBASEMENT_SORT,Key Basement,Clé cave,Chiave seminterrato,カギちかしつの,열쇠 지하실,Llave sótano,Llave sótano,Chave do Porão,Klucz Piwnicy,Schlüssel Keller,Ключ кладовки,Ключ підвалу,
KEYZOO_SORT,Key Zoo,Clé zoo,Chiave zoo,カギどうぶつえんの,열쇠 동물원,Llave zoo,Llave zoo,Chave do Zoológico,Klucz Zoo,Schlüssel Zoo,Ключ зоопарка,Ключ зоопарку,
KNIFEBUTTER_SORT,Knife Butter,Couteau,Coltello da burro,ナイフ,나이프,Cuchillo Mantequilla,Cuchillo untar,Faca Manteiga,Nóż Masła,Messer,Нож масла,Ніж масла,
KNIFESURVIVAL_SORT,Knife Survival,Couteau survie,Coltello sopravvivenza,ナイフサバイバル,나이프 서바이벌,Cuchillo exploración,Navaja,Faca Canivete,Nóż Survivalowy,Messer Feld,Нож выживания,Ніж виживання,
LASTWEAPON_SORT,Last Weapon,Arme ultime,Arma suprema,さいしゅうへいき,최후의 보루,Última arma,Arma definitiva,Arma Suprema,Ostateczna Broń,Ultimative Waffe,Последнее оружие,Остання зброя,
LIFEUPCREAM_SORT,Life Up Cream,Pommade,Unguento,きずぐすり,라이프 업 크림,Crema curativa,Crema curativa,Pomada Curativa,Krem Leczniczy,Heilcreme,Целебная мазь,Лікувальний крем,
MAGICCANDY_SORT,Magic Candy,Magique bonbon,Magico caramella,ふしぎなキャンディ,매직 캔디,Mágico caramelo,Mágico caramelo,Mágico Doce,Magiczny Cukierek,Magisches Bonbon,Волшебная конфета,Чарівна цуркерка,
MAGICRIBBON_SORT,Magic Ribbon,Magique ruban,Magico fiocco,ふしぎなリボン,신비한 리본,Mágico lazo,Mágico lazo,Mágico Laço,Magiczna Wstążka,Magisches Band,Волшебный бант,Чарівна стрічка,
MAPPODUNK_SORT,Map Podunk,Carte Podunk,Mappa Podunk,ちずマザーズデイ,지도 마더즈데이,Mapa Podunk,Mapa Podunk,Mapa Podunk,Mapa Podunk,Karte Podunk,Карта Поданка,Мапа Поданку,Mother's Day Map
MEMORYCHIP_SORT,Memory Chip,Puce mémoire,Chip di memoria,メモリーチップ,메모리 칩,Chip de memoria,Chip de memoria,Chip de Memória,Czip Pamięciowy,Speicherchip,Микросхема памяти,Модуль пам'яті,
MILK_SORT,Milk,Lait,Latte,ミルク,우유,Botella de leche,Botella de leche,Leite,Mleko,Milch,Молоко,Молоко,
MOUTHWASH_SORT,Mouthwash,Bain de bouche,Collutorio,うがいぐすり,구강청결제,Enjuague bucal,Enjuague bucal,Enxaguante Bucal,Płyn do Ust,Mundspülung,Ополаскиватель,Ополіскувач,
NOBLESEED_SORT,Noble Seed,Graine d'ange,Seme nobile,エンジェルシード,천사의 씨앗,Semilla noble,Semilla noble,Semente Nobre,Zacne Nasiono,Engels-Samen,Благородное семечко,Благородне насіння,
OCARINA_SORT,Ocarina of Hope,Ocarina de l'espoir,Ocarina della speranza,きぼうのオカリナ,희망의 오카리나,Ocarina de la esperanza,Ocarina de la esperanza,Ocarina da Esperança,Okaryna Nadziei,Okarina der Hoffnung,Окарина надежды,Окарина надії,
ONYXHOOK_SORT,Onyx Hook,Crochet d'onyx,Amo d'onice,めのうのつりばり,마노 낚싯바늘,Gancho onix,Gancho de ónix,Gancho de Ônix,Onyksowy Hak,Onyxhaken,Агатовый крючок,Оніксовий гачок,
ORANGEJUICE_SORT,Orange Juice,Jus d'orange,Succo d'arancia,オレンジジュース,오렌지 주스,Jugo de naranja,Zumo de naranja,Suco de Laranja,Sok Pomarańczowy,Orangensaft,Апельсиновый сок,Апельсиновий сік,
PANFRYING_SORT,Pan Frying,Poêle frire,Padella,フライパン,프라이팬,Sartén,Sartén,Panela Frigideira,Patelnia,Pfanne Brat,Сковорода,Сковорода,
PANNONSTICK_SORT,Pan Non-stick,Poêle qualité,Padella antiaderente,フライパンいい,프라이팬 좋은,Sartén antiadherente,Sartén antiadherente,Panela Antiaderente,Patelnia Teflonowa,Pfanne Haftlose,Сковорода тефлон.,Сковорода тефлонова,
PASS_SORT,Pass,Passe,Pass,つうこうきょかしょう,통행허가증,Pase,Pase,Passe,Przepustka,Ausweis,Пропуск,Пропуск,
PENDANTEARTH_SORT,Pendant Earth,Pendentif terre,Amuleto terra,ペンダントだいち,펜던트 대지의,Amuleto tierra,Colgante tierra,Colar Terra,Wisiorek Ziemi,Anhänger Erde,Кулон земной,Кулон землі,
PENDANTFIRE_SORT,Pendant Fire,Pendentif feu,Amuleto fuoco,ペンダントほのお,펜던트 불꽃의,Amuleto fuego,Colgante fuego,Colar Fogo,Wisiorek Ognia,Anhänger Feuer,Кулон огненный,Кулон вогню,
PENDANTH2O_SORT,Pendant H2o,Pendentif eau,Amuleto H2o,ペンダントしずく,펜던트 물방울,Amuleto H2o,Colgante agua,Colar Chuva,Wisiorek H2o,Anhänger Wasser,Кулон водный,Кулон води,
PENDANTSEA_SORT,Pendant Sea,Pendentif mer,Amuleto mare,ペンダントうみ,펜던트 바다의,Amuleto mar,Colgante mar,Colar Mar,Wisiorek Morza,Anhänger Meer,Кулон морской,Кулон моря,
PENDANTTHUNDER_SORT,Pendant Thunder,Pendentif foudre,Amuleto tuono,ペンダントサンダー,팬던트 번개의,Amuleto trueno,Colgante trueno,,Wisiorek Gromu,Anhänger Donner,Кулон громовой,Кулон грому,
PHONECARD_SORT,Telephone Card,Carte téléphonique,Scheda telefonica,テレホンカード,전화 카드,Tarjeta telefónica,Tarjeta telefónica,Cartão Telefônico,Karta Telefoniczna,Telefonkarte,Таксофонная карта,Телефонна картка,
PSISTONE_SORT,PSI Stone,Pierre PSI,Pietra PSI,サイパワーストーン,PSI 돌,Piedra PSI,Piedra PSI,Pedra PSI,Kamień PSI,PSI-Stein,Психокамешек,ПСИ камінь,
REALROCKET_SORT,Real Rocket,Vraie Fusée,Razzo vero,ロケット(ほんもの),로켓 (진품),Cohete real,Cohete de verdad,Foguete Real,Prawdziwa Rakieta,Echte Rakete,Настоящая ракета,Справжня ракета,
REDBANDANA_SORT,Red Bandana,Bandana rouge,Bandana rossa,あかいバンダナ,붉은 반다나,Pañuelo rojo,Pañuelo rojo,Bandana Vermelha,Czerwona Bandana,Rotes Halstuch,Красная бандана,Червона бандана,
REPELRING_SORT,Repel Ring,Anneau répulsif,Anello repellente,まよけのゆびわ,액막이 반지,Anillo repelente,Anillo repelente,Anel Repelente,Pierścień Odstraszenia,Ringschutz,Отталкив. кольцо,Кільце-репелент,
RINGBRASS_SORT,Ring Brass,Bracelet fée,Anello d'ottone,うでわようせい,팔찌 요정의,Anillo cobre,Anillo cobre,Anel Cobre,Pierścień Mosiężny,Armreif Feen,Браслет феи,Кільце латунне,
RINGGOLD_SORT,Ring Gold,Bracelet déesse,Anello d'oro,うでわめがみ,팔찌 여신의,Anillo oro,Anillo oro,Anel Ouro,Pierścień Złoty,Armreif Göttin,Браслет богини,Кільце золоте,
RINGSILVER_SORT,Ring Silver,Bracelet ange,Anello d'argento,うでわてんし,팔찌 천사의,Anillo plata,Anillo plata,Anel Prata,Pierścień Srebrny,Armreif Engel,Браслет ангела,Кільце срібне,
ROPE_SORT,Rope,Corde,Corda,ロープ,밧줄,Cuerda,Cuerda,Corda,Lina,Seil,Верёвка,Мотузка,
RULER_SORT,Ruler,Règle,Righello,ものさし,자,Regla,Regla,Régua,Linijka,Lineal,Линейка,Лінійка,
SHOVEL_SORT,Shovel,Pelle,Pala,シャベル,삽,Pala,Pala,Pá,Łopata,Spaten,Лопата,Лопата,
SLINGSHOT_SORT,Slingshot,Lance-pierre,Fionda,スリングショット,새총,Resortera,Tirachinas,Estilingue,Proca,Schleuder Stein,Рогатка,Рогатка,
SLINGSHOTBIONIC_SORT,Slingshot Bionic,Lance-pierre bionique,Fionda bionica,スリングスーパー,새총 고급,Resortera biónica,Tirachinas biónico,Estilingue Biônico,Proca Bioniczna,Schleuder Bionische,Рогатка бионическая,Рогатка біонічна,
SPORTSDRINK_SORT,Sports Drink,Boisson énergisante,Bevanda sportiva,スポーツドリンク,스포츠음료,Bebida deportiva,Bebida deportiva,Isotônico,Napój Sportowy,Iso-Drink,Спортивный напиток,Спортивний напій,
STICKYMACHINE_SORT,Sticky Machine,Appareil à gélatine,Macchinario appiccicoso,ねばねばマシン,끈적끈적 머신,Máquina pegajosa,Máquina pegajosa,Gerador de Meleca,Maszyna Klejąca,Schleimgenerator,Слизневый аппарат,Слизегенератор,
STRAWBERRYTOFU_SORT,Strawberry Tofu,Tofu à la fraise,Tofu alla fragola,いちごとうふ,딸기 두부,Tofu de fresa,Tofu de fresa,Tofu de Morango,Truskawkowe Tofu,Erdbeertofu,Клубничный тофу,Полуничний тофу,
SUPERSPRAY_SORT,Spray Super,Insecticide Super,Insetticida super,スプレースーパー,스프레이 슈퍼,Insecticida Super,Insecticida Super,Super Inseticida,Sprej Super,Spray Super,Аэрозоль супер,Спрей супер,
SWORD_SORT,Sword,Épée simple,Spada,ソードアシガル,검 병졸의,Espada,Espada,Espada,Miecz,Schwert,Меч,Меч,
TICKET_SORT,Live Show Ticket,Billet de spectacle,Biglietto spettacolo,ライブのチケット,라이브 쇼 티켓,Boleto show en vivo,Billete del concierto,Tíquete Pro Show Ao Vivo,Bilet na Występ,Show-Ticket,Билет на выступление,Квиток на виставу,
TICKETSTUB_SORT,Ticket Stub,Talon de ticket,Matrice biglietto,チケットのはんけん,티켓 반권,Talonario de boletos,Talón de billete,Canhoto de Tíquete,Bilecik,Ticketstapel,Корешок билета,Компостований квиток,
WORDSLOVE_SORT,Words of Love,Mots amour,Parole d'amore,ことばあい,말 사랑의,Palabras amor,Palabras de amor,Palavras Amor,Słowa Miłości,Wörter Liebe,Слова любви,Слова ласкаві,
WORDSSWEAR_SORT,Words of Swear,Mots amers,Parole d'odio,ことばのろい,말 저주의,Palabras malas,Palabrotas,Palavras Feias,Słowa Przekleństwa,Wörter Schimpf,Слова бранные,Слова лайливі,
BREAD_ACT1_NAME,Eat,Manger,Mangia,たべる,먹기,Comer,Comer,Comer,Zjedz,Essen,Съесть,З'їсти,
BREAD_ACT2_NAME,Crumble,Émietter,Sbriciola,くずす,으깨기,Desmigajar,Desmigajar,Esfarelar,Rozkrusz,Zerkrümeln,Раскрошить,Покришити,
CAPSULEDEF_ACT1_NAME,Swallow,Avaler,Ingoia,のむ,삼키기,Tomar,Tomar,Tomar,Połknij,Schlucken,Принять,Проковтнути,
CAPSULEGUT_ACT1_NAME,Swallow,Avaler,Ingoia,のむ,삼키기,Tomar,Tomar,Tomar,Połknij,Schlucken,Принять,Проковтнути,
CAPSULEHP_ACT1_NAME,Swallow,Avaler,Ingoia,のむ,삼키기,Tomar,Tomar,Tomar,Połknij,Schlucken,Принять,Проковтнути,
CAPSULEIQ_ACT1_NAME,Swallow,Avaler,Ingoia,のむ,삼키기,Tomar,Tomar,Tomar,Połknij,Schlucken,Принять,Проковтнути,
CAPSULEOFE_ACT1_NAME,Swallow,Avaler,Ingoia,のむ,삼키기,Tomar,Tomar,Tomar,Połknij,Schlucken,Принять,Проковтнути,
CAPSULEPP_ACT1_NAME,Swallow,Avaler,Ingoia,のむ,삼키기,Tomar,Tomar,Tomar,Połknij,Schlucken,Принять,Проковтнути,
CAPSULESPD_ACT1_NAME,Swallow,Avaler,Ingoia,のむ,삼키기,Tomar,Tomar,Tomar,Połknij,Schlucken,Принять,Проковтнути,
FRIES_ACT1_NAME,Eat,Manger,Mangia,たべる,먹기,Comer,Comer,Comer,Zjedz,Essen,Съесть,З'їсти,
HAMBURGER_ACT1_NAME,Eat,Manger,Mangia,たべる,먹기,Comer,Comer,Comer,Zjedz,Essen,Съесть,З'їсти,
HERBMAGIC_ACT1_NAME,Eat,Manger,Mangia,たべる,먹기,Comer,Comer,Comer,Zjedz,Essen,Съесть,З'їсти,
HOTDOG_ACT1_NAME,Eat,Manger,Mangia,たべる,먹기,Comer,Comer,Comer,Zjedz,Essen,Съесть,З'їсти,
MAGICCANDY_ACT1_NAME,Eat,Manger,Mangia,たべる,먹기,Comer,Comer,Comer,Zjedz,Essen,Съесть,З'їсти,
MILK_ACT1_NAME,Drink,Boire,Bevi,のむ,마시기,Beber,Beber,Beber,Wypij,Trinken,Выпить,Випити,
ORANGEJUICE_ACT1_NAME,Drink,Boire,Bevi,のむ,마시기,Beber,Beber,Beber,Wypij,Trinken,Выпить,Випити,
PSISTONE_ACT1_NAME,Squeeze,Presser,Spremi,にぎる,잡기,Apretar,Apretar,Apertar,Ściśnij,Drücken,Сжать,Стиснути,
SPORTSDRINK_ACT1_NAME,Drink,Boire,Bevi,のむ,마시기,Beber,Beber,Beber,Wypij,Trinken,Выпить,Випити,
ANTIDOTE_ACT1_TEXT,The poison was removed from [User]'s body!,Le poison a été éliminé du corps d[fr_eli][User] ¦,[User] non è più avvelenat[UserArt6]!,どくが　[User]の\nからだから　きれいさっぱりきえた！,[User]의 독이 사라졌다!,¡El veneno fue eliminado del cuerpo de [User]!,¡El veneno ha sido eliminado del cuerpo de [User]!,O veneno foi removido do corpo de [User]!,Trucizna została usunięta z ciała [UserArt1]!,Das Gift verschwand aus [User][de_gen:User] Körper.,[User] избавил[UserArt8] от яда в организме!,[User] позбу[UserArt6]ся отрути з організму!,
ANTIDOTE_ACT1_FAIL,[User] is not poisoned.,[User] n'est pas empoisonné[UserArt6].,[User] non è avvelenat[UserArt6].,[User]に　どくがない！,[User][UserArt0] 중독되지 않았다.,[User] no está envenenad[UserArt6].,[User] no está envenenad[UserArt6].,[User] não está envenenad[UserArt4].,[User] nie jest zatrut[UserArt5].,[User] ist nicht vergiftet.,[User] не отравлен.,[User] не отруєний.,
ASTHMASPRAY_ACT1_TEXT,[User]'s asthma went away!,La crise d'asthme d[fr_eli][User] est passée ¦,L'attacco d'asma di [User] è passato!,[User]の　ぜんそくが　なおった！,[User]의 천식이 사라졌다!,¡[User] vuelve a respirar con normalidad!,¡[User] vuelve a respirar con normalidad!,A crise de asma de [User] passou!,Astma [UserArt1] ustąpiła!,[User][de_gen:User] Asthmaanfall endete!,Приступ астмы [UserArt1] прошёл!,Напад астми [UserArt1] пройшов!,
ASTHMASPRAY_ACT1_FAIL,[User] does not have asthma.,[User] n'a pas d'asthme.,[User] non sta soffrendo d'asma.,[User]には　ぜんそくがない。,[User][UserArt0] 천식이 없다.,[User] no tiene asma.,[User] no tiene asma.,[User] não está com asma.,[User] nie ma astmy.,[User] hat keinen Asthmaanfall.,У [UserArt1] нет приступа астмы.,У [UserArt1] немає астматичного нападу.,
BREAD_ACT1_TEXT,[User] recovered 15 HP!,[User] récupère 15 PV ¦,[User] recupera 15 PS!,[User]の　HPが　１５かいふくした！,[User][UserArt0] HP를 15만큼 회복했다!,¡[User] recuperó 15 PV!,¡[User] ha recuperado 15 PV!,[User] recuperou 15 HP!,[User] odzyskał[UserArt4] 15 HP!,[User] stellte 15 KP wieder her!,[User] восстановил[UserArt6] 15 ОЗ!,[User] віднови[UserArt6] 15 ОЗ!,
BREAD_ACT2_TEXT,The Bread turned into Crumbs!,Le Pain s'est transformé en Miettes ¦,Il Pane è diventato Briciole!,パンは　パンくずになった！,빵을 으깨 부스러기로 만들었다!,¡El Pan se convirtió en Migajas!,¡El Pan se convirtió en Migas!,O Pão Francês virou Migalhas!,Chleb zamienił się w Okruchy!,Das Brot wurde zu Krümeln!,Хлеб раскрошен!,Хліб став крихтами!,
