key,en,fr,it,ja,ko,es,es_ES,pt_BR,pl,de,ru,uk
STRUTTINEVILMUSHROOM_DESC,It walks very arrogantly,Sa démarche est extrêmement arrogante.,Cammina con fare arrogante.,いけない　あるきかたをする。,팔자걸음으로 거만하게 걸어 다닌다.,Camina con mucha arrogancia.,Camina con mucha arrogancia.,Anda de um jeito metidinho.,Chodzi w arogancki sposób.,Er stolziert sehr arrogant.,Ходит с важным видом.,
STRUTTINEVILMUSHROOM_ART,"The ,the ,A ,a ,its","Le ,le ,Un ,un ,du ,au ,,le ,x","Il ,il ,Un ,un ,del ,al ,o,il ",,"은,이,을,과,으로","La ,la ,Una ,una ,de la ,a la ,a,la ","La ,la ,Una ,una ,de la ,a la ,a,la ","O ,o ,Um ,um ,o,seu ","jego,Złowrogiego Grzyba,Złowrogiemu Grzybowi,Złowrogiego Grzyba,,y","Der ,der ,Ein ,ein ,sein,den ,ihn,vom,,,Gemeine Stolzierpilz,Gemeinen Stolzierpilzes,Gemeinen Stolzierpilz,Gemeinen Stolzierpilz","злющая шаганка,злющей шаганки,злющей шаганке,злющую шаганку,злющей шаганке,,а,ена,ась,ет,её","злий крокумор,злого крокумора,злому крокуморові,злого крокумора,злому крокуморі,,в,ий,е,ить,його"
TARANTULA_NAME,Tarantula,Tarentule,Tarantola,タランチュラ,타란튤라,Tarántula,Tarántula,Tarântula,Tarantula,Tarantel,Тарантул,Тарантул
TARANTULA_DESC,"Poison, poison, poison.","Poison, poison, poison.","Veleno, veleno, veleno.",どく　ドク　どぉくぅぅー。,"독, 독, 독.","Veneno, veneno, veneno.","Veneno, veneno, veneno.",É do tamanho da sua mão!,"Trucizna, trucizna, trucizna.","Gift, Gift, Gift.",Яд-яд-яд-яд-яд.,
TARANTULA_ART,"The ,the ,A ,a ,its","La ,la ,Une ,une ,de la ,à la ,e,la ,se","La ,la ,Una ,una ,della ,alla ,a,la ",,"는,가,를,와,로","La ,la ,Una ,una ,de la ,a la ,a,la ","La ,la ,Una ,una ,de la ,a la ,a,la ","A ,a ,Uma ,uma ,a,sua ","jej,Tarantuli,Tarantuli,Tarantulę,a,a","Die ,die ,Eine ,eine ,ihr,die ,sie,von der,,,Tarantel,Tarantel,Tarantel,Tarantel","тарантул,тарантула,тарантулу,тарантула,тарантуле,,,ён,ся,ет,его","тарантул,тарантула,тарантулу,тарантула,тарантулі,,в,ий,е,ить,його"
TEDDY_NAME,,,,,,,,,,,,
TEDDY_DESC,Maybe he isn't completely rotten to the core.,Peut-être qu'il y a encore du bon en lui.,Forse non è poi così cattivo.,ねは　いいやつなのかも　しれない。,어쩌면 좋은 녀석일지도 모른다.,Quizás no está completamente podrido hasta la médula.,Quizá no esté totalmente podrido hasta la médula.,Talvez não seja tão ruim quanto parece.,Może nie jest zepsuty do szpiku kości.,Vielleicht ist er noch nicht zum Kern verdorben.,"Может, в нём всё ещё есть что-то хорошее?",
TEDDY_ART,",,,,his",",,,,d[fr_eli:Teddy],à ,,le ,x",",,,,di ,a ,o,il ",,"[ko_part:Teddy:0],[ko_part:Teddy:1],[ko_part:Teddy:2],[ko_part:Teddy:3],[ko_part:Teddy:4]",",,,,de ,a ,o,el ",",,,,de ,a ,o,el ",",,,,o,seu ","jego,[pl_decl:Teddy:M:1],[pl_decl:Teddy:M:2],[pl_decl:Teddy:M:3],,y",",,,,sein,,ihn,von,,,[Teddy],[Teddy][de_gen:Teddy],[Teddy],[Teddy]","[Teddy],[ru_decl:Teddy:M:1],[ru_decl:Teddy:M:2],[ru_decl:Teddy:M:3],[ru_decl:Teddy:M:4],,,ён,ся,ет,его","[Teddy],[uk_decl:Teddy:M:1],[uk_decl:Teddy:M:2],[uk_decl:Teddy:M:3],[uk_decl:Teddy:M:5],,в,ий,е,ить,його"
TEST_NAME,TEST,TEST,TEST,ＴＥＳＴ,TEST,TEST,TEST,TESTE,TEST,TEST,ТЕСТ,ТЕСТ
TEST_DESC,,,,,,,,,,,,
TEST_ART,"The ,the ,A ,a ,its","Le ,le ,Un ,un ,du ,au ,,le ,x","Il ,il ,Un ,un ,del ,al ,o,il ",,"은,이,을,과,로","El ,el ,Un ,un ,del ,al ,o,el ","El ,el ,Un ,un ,del ,al ,o,el ","O ,o ,Um ,um ,o,seu ","jego,TEST,TEST,TEST,,y","Der ,der ,Ein ,ein ,sein,den ,ihn,vom,,,TEST,TESTs,TEST,TEST","ТЕСТ,ТЕСТа,ТЕСТу,ТЕСТ,ТЕСТе,,,ён,ся,ет,его","ТЕСТ,ТЕСТу,ТЕСТу,ТЕСТ,ТЕСТі,,в,ий,е,ить,його"
TIGER_NAME,Tiger,Tigre,Tigre,タイガー,타이거,Tigre,Tigre,Tigre,Tygrys,Tiger,Тигр,Тигр
TIGER_DESC,Watch those eyes!,Regardez comme ses yeux sont terrifiants ¦,Attenzione a quegli occhi!,あの　おそろしい　めを　みたか！？,떡 하나 줘도 잡아먹을 것 같은 눈빛이다.,¡Cuidado con esos ojos!,¡Solo mira esos ojos!,Mas que olhos grandes ele tem!,Tylko spójrz na te oczy!,Vorsicht vor diesen Augen!,Смотри в оба!,
TIGER_ART,"The ,the ,A ,a ,its","Le ,le ,Un ,un ,du ,au ,,le ,x","La ,la ,Una ,una ,della ,alla ,a,la ",,"는,가,를,와,로","El ,el ,Un ,un ,del ,al ,o,el ","El ,el ,Un ,un ,del ,al ,o,el ","O ,o ,Um ,um ,o,seu ","jego,Tygrysa,Tygrysowi,Tygrysa,,y","Der ,der ,Ein ,ein ,sein,den ,ihn,vom,,,Tiger,Tigers,Tiger,Tiger","тигр,тигра,тигру,тигра,тигре,,,ён,ся,ет,его","тигр,тигра,тигру,тигра,тигрі,,в,ий,е,ить,його"
TITANEES_NAME,Titanees,Titanie,Titania,タイタニー,타이타니,Titani,Titani,Titanezo,Tytanka,Titanie,Титанида,Титаніда
TITANEES_DESC,It prefers to put its preys to sleep before eating them.,Elle préfère endormir ses proies avant de les manger.,Preferisce mettere a dormire le sue prede prima di divorarle.,えものを　ねむらせてから　ほしょくする。,한숨 잤다가 먹는 걸 좋아한다.,Prefiere poner a dormir a sus presas antes de comérselas.,Prefiere dormir a sus presas antes de comérselas.,Coloca suas presas a dormir antes de comê-las.,Przed zjedzeniem ofiary woli ją uśpić.,"Er zieht es vor, seine Opfer erst zu betäuben, bevor er sie frisst.","Предпочитает усыплять добычу, прежде чем её съесть.",
TITANEES_ART,"The ,the ,A ,a ,its","La ,la ,Une ,une ,de la ,à la ,e,la ,se","La ,la ,Una ,una ,della ,alla ,a,la ",,"는,가,를,와,로","El ,el ,Un ,un ,del ,al ,o,el ","El ,el ,Un ,un ,del ,al ,o,el ","O ,o ,Um ,um ,o,seu ","jej,Tytanki,Tytance,Tytankę,a,a","Der ,der ,Ein ,ein ,sein,den ,ihn,vom,,,Titanie,Titanies,Titanie,Titanie","титанида,титаниды,титаниде,титаниду,титаниде,,а,ена,ась,ет,её","титаніда,титаніди,титаніді,титаніду,титаніді,,ла,а,е,ить,її"
TITANIAN_NAME,Titanian,Titanien,Titaniano,タイタニアン,티타니아,Titanian,Titanian,Titano,Tytanian,Titanian,Титаний,Титаніан
TITANIAN_DESC,Its shell is as hard as titanium.,Sa carapace est aussi dure que du titane.,Il suo corpo è duro come il titanio.,こうらは　チタンなみに　かたい。,껍질은 티타늄처럼 단단하다.,Su caparazón es tan duro como el titanio.,Su concha es tan dura como el titanio.,Sua carapaça é dura feito titânio.,Skorupa twarda jak tytan.,Seine Schale ist so hart wie Titanium.,Его панцирь прочный как титан.,
TITANIAN_ART,"The ,the ,A ,a ,its","Le ,le ,Un ,un ,du ,au ,,le ,x","Il ,il ,Un ,un ,del ,al ,o,il ",,"는,가,를,와,로","El ,el ,Un ,un ,del ,al ,o,el ","El ,el ,Un ,un ,del ,al ,o,el ","O ,o ,Um ,um ,o,seu ","jego,Tytaniana,Tytanianowi,Tytaniana,,y","Der ,der ,Ein ,ein ,sein,den ,ihn,vom,,,Titanian,Titanians,Titanian,Titanian","титаний,титания,титанию,титания,титании,,,ён,ся,ет,его","титаніан,титаніана,титаніану,титаніана,титаніані,,в,ий,е,ить,його"
ULLRICH_NAME,Ullrich,Ulrich,Ullrich,ミラコ,미라코,Ullrich,Ullrich,Ulrich,Ullrich,Wunbert,Ульрих,Ульріх
ULLRICH_DESC,This thing could not occur naturally.,"La nature n'aurait jamais pu engendrer une chose pareille, c'est impossible.",Questo essere non può essere di origine naturale.,げんじつせかいの　いきものではない。,자연적으로 발생한 게 아니다.,Esto no podría ocurrir de forma natural.,Esto no podría ocurrir de forma natural.,Essa coisa não nasceu de forma natural.,To nie mogło wydarzyć się naturalnie.,Verwundert? Dieses Ding ist unnatürlich.,Он не может образоваться естественным образом.,
ULLRICH_ART,",,,,its",",,,,d',à ,,le ,x",",,,,di ,a ,o,il ",,"는,가,를,와,로",",,,,de ,a ,o,el ",",,,,de ,a ,o,el ",",,,,o,seu ","jego,Ullricha,Ullrichowi,Ullricha,,y",",,,,sein,,ihn,von,,,Wunbert,Wunberts,Wunbert,Wunbert","Ульрих,Ульриха,Ульриху,Ульриха,Ульрихе,,,ён,ся,ет,его","Ульріх,Ульріха,Ульріху,Ульріха,Ульріху,,в,ий,е,ить,його"
VIOLENTROACH_NAME,Violent Roach,Cafard colérique,Scarafaggio violento,あれ,그거,Cucaracha violenta,Cucaracha violenta,Barata Violenta,Brutalny Karaluch,Brutale Kakerlake,Кровожадный таракан,Брутальний тарган
VIOLENTROACH_DESC,"They might be small, but they pack quite a punch.","Il est peut-être petit, mais il frappe sacrément fort.","Saranno anche piccoli, ma fanno male.",ちいさいわりには　かなり　つよい。,작은 주제에 쓸데없이 질기고도 강하다.,"Puede que sean pequeños, pero pegan fuerte.","Puede que sean pequeñas, pero son fuertes.","Podem ser pequenas, mas dão pro gasto.","Może i małe, ale mają spory potencjał.","Sie mögen klein sein, können aber richtig reinhauen.","Может быть он и маленький, но он уже подготовил парочку неплохих ударов.",
VIOLENTROACH_ART,"The ,the ,A ,a ,its","Le ,le ,Un ,un ,du ,au ,,le ,x","Lo ,lo ,Uno ,uno ,dello ,allo ,o,il ",,"는,가,를,와,로","La ,la ,Una ,una ,de la ,a la ,a,la ","La ,la ,Una ,una ,de la ,a la ,a,la ","A ,a ,Uma ,uma ,a,sua ","jego,Brutalnego Karalucha,Brutalnemu Karaluchowi,Brutalnego Karalucha,,y","Die ,die ,Eine ,eine ,ihr,die ,sie,von der,,,Brutale Kakerlake,Brutalen Kakerlake,Brutalen Kakerlake,Brutale Kakerlake","кровожадный таракан,кровожадного таракана,кровожадному таракану,кровожадного таракана,кровожадном таракане,,,ён,ся,ет,его","брутальний тарган,брутального таргана,брутальному таргану,брутального таргана,брутальному таргані,,в,ий,е,ить,його"
WALLY_NAME,Wally,Wally le cul-terreux,Wally,ウォーリー,아저씨,Wally,Wally,Wally,Wally,Wally,Уолли,Уоллі
WALLY_DESC,"He has a short temper, so be careful.","Faites attention, il a mauvais caractère.","Ha un caratteraccio, fai attenzione.",おこりっぽいので　ようちゅうい。,까닥했다가 화병 날 수 있으니 조심.,"Tiene mal genio, así que ten cuidado.","Tiene mal genio, así que ten cuidado con él.","Ele tem o pavio curto, cuidado.","Jest bardzo porywczy, uważaj.","Er ist leicht reizbar, also sei vorsichtig.","Он вспыльчив, так что поосторожнее.",
WALLY_ART,",,,,his",",,,,de ,à ,,le ,x",",,,,di ,a ,o,il ",,"는,가,를,와,로",",,,,de ,a ,o,el ",",,,,de ,a ,o,el ",",,,,o,seu ","jego,Wally'ego,Wally'emu,Wally'ego,,y",",,,,sein,,ihn,von,,,Wally,Wallys,Wally,Wally","Уолли,Уолли,Уолли,Уолли,Уолли,,,ён,ся,ет,его","Уоллі,Уоллі,Уоллі,Уоллі,Уоллі,,в,ий,е,ить,його"
WATCHER_NAME,Watcher,Zieux,Osservatore,ビューン,뷴,Vigilante,Vigilante,Zoiudão,Obserwator,Obachter,Наблюдатель,Спостерігочі
WATCHER_DESC,This enemy's face is the easiest to draw.,Son visage est super facile à dessiner.,Questo nemico ha la faccia più facile da disegnare di tutti.,こいつの　かおは　いちばん　かくのが　かんたんです。,이 녀석의 얼굴이 가장 그리기 쉽다.,La cara de este enemigo es la más fácil de dibujar.,El rostro de este enemigo es el más fácil de dibujar.,Foi o mais fácil de desenhar.,Twarz tego wroga jest najłatwiejsza do narysowania.,Sein Gesicht ist am einfachsten zu zeichnen.,Его лик нарисовать проще всего.,
WATCHER_ART,"The ,the ,A ,a ,its","Le ,le ,Un ,un ,du ,au ,,le ,x","L',l',Un ,un ,dell',all',o,il ",,"은,이,을,과,으로","El ,el ,Un ,un ,del ,al ,o,el ","El ,el ,Un ,un ,del ,al ,o,el ","O ,o ,Um ,um ,o,seu ","jego,Obserwatora,Obserwatorowi,Obserwatora,,y","Der ,der ,Ein ,ein ,sein,den ,ihn,vom,,,Obachter,Obachters,Obachter,Obachter","наблюдатель,наблюдателя,наблюдателю,наблюдателя,наблюдателе,,,ён,ся,ет,его","спостерігочі,спостерігочей,спостерігочам,спостерігочі,спостерігочах,,ли,і,ють,ять,їх"
WOLF_NAME,Wolf,Loup,Lupo,オオカミ,늑대,Lobo,Lobo,Lobo,Wilk,Wolf,Волк,Вовк
WOLF_DESC,Watch out for those pearly whites.,Gare à ses crocs nacrés ¦,Attenzione a quei denti.,しんじゅみたいに　しろい　やつに　きをつけろ。,날카로운 이빨을 조심하라.,Cuidado con sus colmillos perlados.,Ten cuidado con sus colmillos anacarados.,Mas que boca grande ele tem!,Uważaj na te perłowe zęby.,9 von 10 Zahnärzte empfehlen seine Zahnpasta.,Берегись его острых зубов!,
WOLF_ART,"The ,the ,A ,a ,its","Le ,le ,Un ,un ,du ,au ,,le ,x","Il ,il ,Un ,un ,del ,al ,o,il ",,"는,가,를,와,로","El ,el ,Un ,un ,del ,al ,o,el ","El ,el ,Un ,un ,del ,al ,o,el ","O ,o ,Um ,um ,o,seu ","jego,Wilka,Wilkowi,Wilka,,y","Der ,der ,Ein ,ein ,sein,den ,ihn,vom,,,Wolf,Wolfes,Wolf,Wolf","волк,волка,волку,волка,волке,,,ён,ся,ет,его","вовк,вовка,вовку,вовка,вовку,,в,ий,е,ить,його"
WOODOH_NAME,Woodoh,Tronchou,Troncone,ウッドー,웃드,Roble,Madero,Árvore,Woodoh,Gehölz,Древло,Дубодум
WOODOH_DESC,An animated tree with suspicious actions.,"Un arbre qui marche, c'est suspect.",Un albero animato con movimenti sospetti.,あやしく　うごきまわる　き。,나무치곤 이상한데...,Un árbol animado con acciones sospechosas.,Un árbol animado de acciones sospechosas.,Uma árvore animada?!,"Ruchome drzewo, kryje swe podstępy.",Ein lebendiger Baum mit verdächtigen Absichten.,"Живое, подозрительно движущееся дерево.",
WOODOH_ART,"The ,the ,A ,a ,its","Le ,le ,Un ,un ,du ,au ,,le ,x","Il ,il ,Un ,un ,del ,al ,o,il ",,"는,가,를,와,로","La ,la ,Una ,una ,de la ,a la ,a,la ","La ,la ,Una ,una ,de la ,a la ,a,la ","O ,o ,Um ,um ,o,seu ","jego,Woodoha,Woodohowi,Woodoha,,y","Das ,das ,Ein ,ein ,sein,das ,es,vom,,,Gehölz,Gehölzes,Gehölz,Gehölz","древло,древла,древлу,древло,древле,,о,ено,ось,ет,его","дубодум,дубодума,дубодуму,дубодума,дубодумі,,в,ий,е,ить,його"
ZAPEEL_NAME,Zap Eel,Anguille électrique,Anguilla elettrica,バリバリうなぎ,전기뱀자앙어,Anguila eléctrica,Anguila eléctrica,Enguia Elétrica,Porażony Węgorz,Blitzaal,Электрический угорь,Електричний вугор
ZAPEEL_DESC,Make sure you're not in the water with it.,Assurez-vous de ne pas vous trouver dans l'eau avec elle.,Assicurati di non essere in acqua con lei.,いっしょに　みずに　はいらないように。,물속 깊은 곳에서 찌릿찌릿거리며 날 기다리고 있다.,Asegúrate de no estar en el agua con él.,Asegúrate de no estar en el agua con ella.,Nunca entre na água com uma dessas por perto.,"Upewnij się, że nie jesteś z nim w wodzie.",Geh bloß nicht mit ihm baden.,С ним в воду лучше не заходить.,Краще не заходь з ним у воду.
ZAPEEL_ART,"The ,the ,A ,a ,its","L',l',Une ,une ,de l',à l',e,la ,se","L',l',Un',un',dell',all',a,la ",,"는,가,를,와,로","La ,la ,Una ,una ,de la ,a la ,a,la ","La ,la ,Una ,una ,de la ,a la ,a,la ","A ,a ,Uma ,uma ,a,sua ","jego,Porażonego Węgorza,Porażonemu Węgorzowi,Porażonego Węgorza,,y","Der ,der ,Ein ,ein ,sein,den ,ihn,vom,,,Blitzaal,Blitzaals,Blitzaal,Blitzaal","электрический угорь,электрического угря,электрическому угрю,электрического угря,электрическом угре,,,ён,ся,ет,его","електричний вугор,електричного вугра,електричному вугру,електричного вугра,електричному вугрі,,в,ий,е,ить,його"
ZOMBIE_NAME,Zombie,Zombie,Zombi,ゾンビ,좀비,Zombi,Zombi,Zumbi,Zombie,Zombie,Зомби,Зомбі
ZOMBIE_DESC,"Careful, he knows Brain Shock.",Prenez garde à ses attaques de Choc mental ¦,"Attento, sa usare Stordimento.",ブレインショックに　きをつけろ。,좀비 주제에 브레인쇼크까지 배우고 있다.,"Cuidado, sabe hacer un Shock Cerebral.","Cuidado, conoce Shock Mental.","Cuidado, ele usa Choque Mental.","Ostrożnie, on zna Wstrząs Mózgu.","Vorsicht, er beherrscht Hirnschock.","Осторожно, он может использовать Психошок!",
ZOMBIE_ART,"The ,the ,A ,a ,his","Le ,le ,Un ,un ,du ,au ,,le ,x","Lo ,lo ,Uno ,uno ,dello ,allo ,o,il ",,"는,가,를,와,로","El ,el ,Un ,un ,del ,al ,o,el ","El ,el ,Un ,un ,del ,al ,o,el ","O ,o ,Um ,um ,o,seu ","jego,Zombie,Zombie,Zombie,,y","Der ,der ,Ein ,ein ,sein,den ,ihn,vom,,,Zombie,Zombies,Zombie,Zombie","зомби,зомби,зомби,зомби,зомби,,,ён,ся,ет,его","зомбі,зомбі,зомбі,зомбі,зомбі,,в,ий,е,ить,його"
